id,code,trading_code,name,contract_type,exchange_code,currency_id,underlying_symbol,underlying_name,underlying_exchange,underlying_type,exercise_price,contract_unit,contract_status,list_date,list_reason,list_price,high_limit,low_limit,expire_date,last_trade_date,exercise_date,delivery_date,is_adjust,delist_date,delist_reason
96,10000089.XSHG,510050C1503M02750,50ETF购3月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2015-03-23,价格波动,0.0006,0.2526,0.0001,2015-03-25,2015-03-25,2015-03-25,2015-03-26,0,2015-03-26,合约到期
97,10000097.XSHG,510050C1503M02800,50ETF购3月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.0003,0.2555,0.0001,2015-03-25,2015-03-25,2015-03-25,2015-03-26,0,2015-03-26,合约到期
98,10000098.XSHG,510050P1503M02800,50ETF沽3月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.1251,0.3927,0.0001,2015-03-25,2015-03-25,2015-03-25,2015-03-26,0,2015-03-26,合约到期
99,10000099.XSHG,510050C1504M02800,50ETF购4月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.04,0.2952,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
100,10000100.XSHG,510050P1504M02800,50ETF沽4月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.1633,0.4309,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
101,10000101.XSHG,510050C1506M02800,50ETF购6月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.087,0.3422,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
102,10000102.XSHG,510050P1506M02800,50ETF沽6月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.2129,0.4805,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
103,10000103.XSHG,510050C1509M02800,50ETF购9月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.134,0.3892,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
104,10000104.XSHG,510050P1509M02800,50ETF沽9月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-24,价格波动,0.2555,0.5231,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
105,10000105.XSHG,510050C1505M02500,50ETF购5月2500,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2015-03-26,合约到期,0.1744,0.4348,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
106,10000106.XSHG,510050C1505M02550,50ETF购5月2550,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2015-03-26,合约到期,0.1477,0.4081,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
107,10000107.XSHG,510050C1505M02600,50ETF购5月2600,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2015-03-26,合约到期,0.1219,0.3823,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
108,10000108.XSHG,510050C1505M02650,50ETF购5月2650,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2015-03-26,合约到期,0.1006,0.3564,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
109,10000109.XSHG,510050C1505M02700,50ETF购5月2700,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2015-03-26,合约到期,0.0792,0.33,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
110,10000110.XSHG,510050P1505M02500,50ETF沽5月2500,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.5,10000,DELIST,2015-03-26,合约到期,0.0699,0.3095,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
111,10000111.XSHG,510050P1505M02550,50ETF沽5月2550,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.55,10000,DELIST,2015-03-26,合约到期,0.0906,0.3402,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
112,10000112.XSHG,510050P1505M02600,50ETF沽5月2600,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.6,10000,DELIST,2015-03-26,合约到期,0.1144,0.374,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
113,10000113.XSHG,510050P1505M02650,50ETF沽5月2650,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.65,10000,DELIST,2015-03-26,合约到期,0.1408,0.4012,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
114,10000114.XSHG,510050P1505M02700,50ETF沽5月2700,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.7,10000,DELIST,2015-03-26,合约到期,0.1726,0.433,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
115,10000115.XSHG,510050C1505M02750,50ETF购5月2750,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2015-03-27,价格波动,0.0722,0.3258,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
116,10000116.XSHG,510050P1505M02750,50ETF沽5月2750,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.75,10000,DELIST,2015-03-27,价格波动,0.1821,0.4464,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
117,10000117.XSHG,510050C1504M02850,50ETF购4月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.0399,0.3029,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
118,10000118.XSHG,510050P1504M02850,50ETF沽4月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.1505,0.4245,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
119,10000119.XSHG,510050C1505M02800,50ETF购5月2800,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-31,价格波动,0.1011,0.3691,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
120,10000120.XSHG,510050C1505M02850,50ETF购5月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.0816,0.3446,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
121,10000121.XSHG,510050P1505M02800,50ETF沽5月2800,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.8,10000,DELIST,2015-03-31,价格波动,0.1565,0.4305,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
122,10000122.XSHG,510050P1505M02850,50ETF沽5月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.1864,0.4604,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
123,10000123.XSHG,510050C1506M02850,50ETF购6月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.1023,0.3653,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
124,10000124.XSHG,510050P1506M02850,50ETF沽6月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.2024,0.4764,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
125,10000125.XSHG,510050C1509M02850,50ETF购9月2850,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.1557,0.4187,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
126,10000126.XSHG,510050P1509M02850,50ETF沽9月2850,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.85,10000,DELIST,2015-03-31,价格波动,0.2414,0.5154,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
127,10000127.XSHG,510050C1504M02900,50ETF购4月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.0542,0.3326,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
128,10000128.XSHG,510050C1504M02950,50ETF购4月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.0376,0.311,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
129,10000129.XSHG,510050P1504M02900,50ETF沽4月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.1219,0.4061,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
130,10000130.XSHG,510050P1504M02950,50ETF沽4月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.1542,0.4384,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
131,10000131.XSHG,510050C1505M02900,50ETF购5月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.1173,0.3957,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
132,10000132.XSHG,510050C1505M02950,50ETF购5月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.0974,0.3708,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
133,10000133.XSHG,510050P1505M02900,50ETF沽5月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.1731,0.4573,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
134,10000134.XSHG,510050P1505M02950,50ETF沽5月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.2027,0.4869,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
135,10000135.XSHG,510050C1506M02900,50ETF购6月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.1486,0.427,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
136,10000136.XSHG,510050C1506M02950,50ETF购6月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.128,0.4014,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
137,10000137.XSHG,510050P1506M02900,50ETF沽6月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.2072,0.4914,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
138,10000138.XSHG,510050P1506M02950,50ETF沽6月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.236,0.5202,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
139,10000139.XSHG,510050C1509M02900,50ETF购9月2900,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.2429,0.5213,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
140,10000140.XSHG,510050C1509M02950,50ETF购9月2950,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.2214,0.4948,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
141,10000141.XSHG,510050P1509M02900,50ETF沽9月2900,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.9,10000,DELIST,2015-04-08,价格波动,0.2535,0.5377,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
142,10000142.XSHG,510050P1509M02950,50ETF沽9月2950,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,2.95,10000,DELIST,2015-04-08,价格波动,0.2811,0.5653,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
143,10000143.XSHG,510050C1504M03000,50ETF购4月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.0464,0.326,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
144,10000144.XSHG,510050P1504M03000,50ETF沽4月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.1469,0.4367,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
145,10000145.XSHG,510050C1505M03000,50ETF购5月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.1112,0.3908,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
146,10000146.XSHG,510050P1505M03000,50ETF沽5月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.2084,0.4982,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
147,10000147.XSHG,510050C1506M03000,50ETF购6月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.1454,0.425,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
148,10000148.XSHG,510050P1506M03000,50ETF沽6月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.2328,0.5226,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
149,10000149.XSHG,510050C1509M03000,50ETF购9月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.2559,0.5355,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
150,10000150.XSHG,510050P1509M03000,50ETF沽9月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-09,价格波动,0.2981,0.5879,0.0083,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
151,10000151.XSHG,510050C1504M03100,50ETF购4月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.0246,0.3018,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
152,10000152.XSHG,510050P1504M03100,50ETF沽4月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.1835,0.4771,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
153,10000153.XSHG,510050C1505M03100,50ETF购5月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.1,0.3772,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
154,10000154.XSHG,510050P1505M03100,50ETF沽5月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.2531,0.5467,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
155,10000155.XSHG,510050C1506M03100,50ETF购6月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.1432,0.4204,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
156,10000156.XSHG,510050P1506M03100,50ETF沽6月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.2694,0.563,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
157,10000157.XSHG,510050C1509M03100,50ETF购9月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.2392,0.5164,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
158,10000158.XSHG,510050P1509M03100,50ETF沽9月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-13,价格波动,0.333,0.6266,0.0394,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
159,10000159.XSHG,510050C1504M03200,50ETF购4月3200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.0168,0.295,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
160,10000160.XSHG,510050P1504M03200,50ETF沽4月3200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.2235,0.5226,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
161,10000161.XSHG,510050C1505M03200,50ETF购5月3200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.0899,0.3681,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
162,10000162.XSHG,510050P1505M03200,50ETF沽5月3200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.2907,0.5898,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
163,10000163.XSHG,510050C1506M03200,50ETF购6月3200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.1316,0.4098,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
164,10000164.XSHG,510050P1506M03200,50ETF沽6月3200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.3201,0.6192,0.021,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
165,10000165.XSHG,510050C1509M03200,50ETF购9月3200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.2252,0.5034,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
166,10000166.XSHG,510050P1509M03200,50ETF沽9月3200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-14,价格波动,0.3768,0.6759,0.0777,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
167,10000167.XSHG,510050C1504M03300,50ETF购4月3300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.0086,0.3076,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
168,10000168.XSHG,510050P1504M03300,50ETF沽4月3300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.1678,0.4823,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
169,10000169.XSHG,510050C1505M03300,50ETF购5月3300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.1234,0.4224,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
170,10000170.XSHG,510050P1505M03300,50ETF沽5月3300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.2605,0.575,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
171,10000171.XSHG,510050C1506M03300,50ETF购6月3300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.1693,0.4683,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
172,10000172.XSHG,510050P1506M03300,50ETF沽6月3300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.2896,0.6041,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
173,10000173.XSHG,510050C1509M03300,50ETF购9月3300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.2638,0.5628,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
174,10000174.XSHG,510050P1509M03300,50ETF沽9月3300,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-17,价格波动,0.3607,0.6752,0.0462,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
175,10000175.XSHG,510050C1504M03400,50ETF购4月3400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.002,0.299,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
176,10000176.XSHG,510050P1504M03400,50ETF沽4月3400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.2155,0.534,0.0001,2015-04-22,2015-04-22,2015-04-22,2015-04-23,0,2015-04-23,合约到期
177,10000177.XSHG,510050C1505M03400,50ETF购5月3400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.1131,0.4101,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
178,10000178.XSHG,510050P1505M03400,50ETF沽5月3400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.2998,0.6183,0.0001,2015-05-27,2015-05-27,2015-05-27,2015-05-28,0,2015-05-28,合约到期
179,10000179.XSHG,510050C1506M03400,50ETF购6月3400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.1592,0.4562,0.0001,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
180,10000180.XSHG,510050P1506M03400,50ETF沽6月3400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.3363,0.6548,0.0178,2015-06-24,2015-06-24,2015-06-24,2015-06-25,0,2015-06-25,合约到期
181,10000181.XSHG,510050C1509M03400,50ETF购9月3400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.2789,0.5759,0.0001,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
182,10000182.XSHG,510050P1509M03400,50ETF沽9月3400,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-20,价格波动,0.4049,0.7234,0.0864,2015-09-23,2015-09-23,2015-09-23,2015-09-24,0,2015-09-24,合约到期
183,10000183.XSHG,510050C1512M03000,50ETF购12月3000,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-23,价格波动,0.5629,0.887,0.2388,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
184,10000184.XSHG,510050C1512M03100,50ETF购12月3100,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-23,价格波动,0.526,0.8501,0.2019,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
185,10000185.XSHG,510050C1512M03200,50ETF购12月3200,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-23,价格波动,0.4847,0.8088,0.1606,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
186,10000186.XSHG,510050C1512M03300,50ETF购12月3300,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.3,10000,DELIST,2015-04-23,价格波动,0.4478,0.766,0.1237,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
187,10000187.XSHG,510050C1512M03400,50ETF购12月3400,CO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.4,10000,DELIST,2015-04-23,价格波动,0.4109,0.7191,0.0868,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
188,10000188.XSHG,510050P1512M03000,50ETF沽12月3000,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.0,10000,DELIST,2015-04-23,价格波动,0.2486,0.5245,0.0001,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
189,10000189.XSHG,510050P1512M03100,50ETF沽12月3100,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.1,10000,DELIST,2015-04-23,价格波动,0.298,0.5939,0.0001,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
190,10000190.XSHG,510050P1512M03200,50ETF沽12月3200,PO,XSHG,CNY,510050.XSHG,50ETF,XSHG,ETF,3.2,10000,DELIST,2015-04-23,价格波动,0.3519,0.6678,0.0278,2015-12-23,2015-12-23,2015-12-23,2015-12-24,0,2015-12-24,合约到期
